datetime,precipitation_utsunomiya,precipitation_chiba,precipitation_tokyo,temperature_utsunomiya,temperature_chiba,temperature_tokyo,winddirection_utsunomiya,winddirection_chiba,winddirection_tokyo,windspeed_utsunomiya,windspeed_chiba,windspeed_tokyo,pollen_utsunomiya,pollen_chiba,pollen_tokyo
2017050509,0.0,0.0,0.0,19.4,19.3,19.6,9,11,7,2.3,2.5,1.5,28.0,12.0,12.0
2017050510,0.0,0.0,0.0,20.6,20.5,21.2,8,12,6,2.7,3.1,2.5,45.0,8.0,24.0
2017050511,0.0,0.0,0.0,21.2,20.6,22.5,9,12,7,2.9,3.5,2.7,164.0,24.0,24.0
2017050512,0.0,0.0,0.0,23.3,21.2,23.6,9,12,6,3.3,3.1,1.9,61.0,12.0,24.0
2017050513,0.0,0.0,0.0,24.1,21.9,25.2,9,12,7,4.9,3.1,3.0,16.0,12.0,16.0
2017050514,0.0,0.0,0.0,24.9,22.3,24.5,6,12,8,3.8,3.1,3.2,41.0,32.0,12.0
2017050515,0.0,0.0,0.0,25.0,22.5,24.6,8,11,8,3.8,3.0,3.8,8.0,8.0,16.0
2017050516,0.0,0.0,0.0,25.6,22.0,24.1,6,11,9,4.3,4.0,4.1,53.0,12.0,12.0
2017050517,0.0,0.0,0.0,25.0,21.5,22.6,8,10,8,3.3,4.2,3.8,65.0,8.0,16.0
2017050518,0.0,0.0,0.0,23.7,20.8,20.7,8,10,8,5.2,2.7,3.0,53.0,12.0,12.0
2017050519,0.0,0.0,0.0,22.6,20.1,19.0,8,6,8,3.2,1.8,3.4,69.0,20.0,61.0
2017050520,0.0,0.0,0.0,21.6,19.5,17.9,8,6,8,4.9,2.4,2.3,77.0,16.0,20.0
2017050521,0.0,0.0,0.0,19.9,18.8,17.1,8,11,8,3.0,1.6,2.3,45.0,12.0,12.0
2017050522,0.0,0.0,0.0,19.1,18.0,17.0,8,7,7,2.7,2.1,2.0,12.0,8.0,4.0
2017050523,0.0,0.0,0.0,18.6,17.9,16.6,8,8,8,3.3,2.6,2.4,24.0,4.0,12.0
2017050524,0.0,0.0,0.0,17.7,17.4,16.2,7,10,8,2.3,3.2,1.4,8.0,24.0,0.0
2017050601,0.0,0.0,0.0,17.3,17.3,15.6,9,10,0,1.5,1.8,0.0,8.0,12.0,12.0
2017050602,0.0,0.0,0.0,16.4,17.3,14.5,6,10,6,1.4,1.2,0.9,4.0,12.0,24.0
2017050603,0.0,0.0,0.0,15.6,16.8,14.3,8,8,12,1.1,2.5,0.7,4.0,4.0,24.0
2017050604,0.0,0.0,0.0,15.3,16.1,14.3,5,7,15,1.3,2.3,0.7,4.0,16.0,32.0
2017050605,0.0,0.0,0.0,15.7,16.3,14.4,4,7,13,0.9,3.8,1.1,24.0,0.0,57.0
2017050606,0.0,0.0,0.0,15.4,17.2,15.4,10,7,0,2.0,3.4,0.1,20.0,12.0,53.0
2017050607,0.0,0.0,0.0,15.7,19.1,17.7,11,8,8,2.2,3.3,0.7,20.0,16.0,57.0
2017050608,0.0,0.0,0.0,16.7,20.0,19.7,10,10,7,1.5,4.2,1.3,24.0,28.0,49.0
2017050609,0.0,0.0,0.0,19.0,20.8,21.2,8,11,6,2.0,4.6,2.1,82.0,28.0,90.0
2017050610,0.0,0.0,0.0,20.4,21.2,23.8,7,11,8,2.5,6.5,2.6,114.0,20.0,41.0
2017050611,0.0,0.0,0.0,20.6,23.8,24.4,8,10,7,3.0,7.1,3.2,61.0,28.0,20.0
2017050612,0.0,0.0,0.0,23.0,24.5,27.2,9,10,8,3.3,8.3,3.0,122.0,36.0,28.0
2017050613,0.0,0.0,0.0,22.5,25.6,27.5,9,10,8,2.9,9.9,4.9,151.0,61.0,45.0
2017050614,0.0,0.0,0.0,22.2,24.8,27.3,10,10,8,2.7,8.6,5.4,82.0,16.0,45.0
2017050615,0.0,0.0,0.0,22.2,24.0,27.3,11,10,9,0.5,9.5,4.9,143.0,12.0,32.0
2017050616,0.0,0.0,0.0,23.1,23.4,27.0,1,10,9,0.5,8.1,5.0,143.0,20.0,41.0
2017050617,0.0,0.0,0.0,23.4,22.4,25.9,2,10,8,1.5,10.4,4.0,114.0,24.0,32.0
2017050618,0.0,0.0,0.0,23.3,22.2,24.6,16,10,9,2.3,9.3,3.4,106.0,12.0,24.0
2017050619,0.0,0.0,0.0,22.5,21.2,23.0,1,10,8,4.0,9.1,3.5,73.0,20.0,20.0
2017050620,0.0,0.0,0.0,21.5,21.2,22.5,1,9,9,4.6,8.6,2.3,65.0,8.0,12.0
2017050621,0.0,0.0,0.0,20.8,20.9,22.2,1,10,10,3.3,7.7,1.9,118.0,0.0,24.0
2017050622,0.0,0.0,0.0,20.1,21.1,21.7,1,9,13,2.4,7.6,1.1,77.0,8.0,86.0
2017050623,0.0,0.0,0.0,18.9,20.4,21.0,2,10,12,1.5,8.2,0.6,53.0,8.0,94.0
2017050624,0.0,0.0,0.0,19.1,20.3,20.9,16,10,13,2.1,6.7,0.8,36.0,0.0,77.0
2017050701,0.0,0.0,0.0,19.1,20.0,20.1,2,10,14,2.0,5.2,1.1,12.0,8.0,41.0
2017050702,0.0,0.0,0.0,18.2,19.7,19.7,1,10,13,5.5,5.3,0.9,24.0,4.0,20.0
2017050703,0.0,0.0,0.0,17.9,19.5,19.2,1,10,14,4.7,5.5,1.1,20.0,4.0,24.0
2017050704,0.0,0.0,0.0,17.6,19.2,19.2,1,10,15,4.5,3.9,0.7,36.0,8.0,20.0
2017050705,0.0,0.0,0.0,17.6,19.2,19.4,1,10,2,4.2,2.0,1.3,102.0,12.0,36.0
2017050706,0.0,0.0,0.0,17.9,19.3,19.4,2,12,1,2.1,1.5,2.1,172.0,24.0,20.0
2017050707,0.0,0.0,0.0,18.8,17.8,20.5,2,2,2,1.3,4.6,2.2,282.0,49.0,12.0
2017050708,0.0,0.0,0.0,20.0,18.8,20.4,13,3,1,1.0,4.0,1.7,303.0,36.0,65.0
2017050709,0.0,0.0,0.0,21.6,19.5,20.8,8,2,3,2.7,4.2,1.9,209.0,32.0,28.0
2017050710,0.0,0.0,0.0,22.7,20.5,22.1,7,4,5,4.0,4.2,2.5,90.0,77.0,270.0
2017050711,0.0,0.0,0.0,22.1,21.3,22.7,9,4,5,4.2,4.0,2.2,90.0,28.0,200.0
2017050712,0.0,0.0,0.0,22.3,22.9,23.5,7,6,6,5.5,5.2,4.0,41.0,36.0,139.0
2017050713,0.0,0.0,0.0,23.3,23.0,23.3,8,5,6,4.2,5.4,3.5,16.0,20.0,69.0
2017050714,0.0,0.0,0.0,24.0,22.9,22.9,7,5,5,6.1,5.3,3.9,28.0,24.0,28.0
2017050715,0.0,0.0,0.0,22.8,22.0,23.0,7,5,6,7.1,6.3,4.2,57.0,32.0,65.0
2017050716,0.0,0.0,0.0,22.2,21.4,22.7,7,5,8,6.3,6.8,2.8,20.0,16.0,98.0
2017050717,0.0,0.0,0.0,19.4,20.7,22.1,3,5,7,7.8,5.9,3.1,32.0,4.0,90.0
2017050718,11.0,0.0,0.0,15.6,19.7,20.7,2,5,6,4.6,4.6,3.8,49.0,16.0,102.0
2017050719,0.0,0.0,0.0,15.0,19.5,20.6,3,3,1,2.7,4.8,1.8,16.0,16.0,65.0
2017050720,0.0,0.0,0.0,14.1,18.5,19.1,16,1,1,2.0,3.8,3.0,49.0,73.0,184.0
2017050721,0.0,0.0,0.0,13.7,17.9,17.1,10,1,1,1.6,4.0,2.0,180.0,53.0,20.0
2017050722,0.0,0.0,0.0,13.1,16.4,16.0,11,1,14,1.9,4.0,1.7,32.0,102.0,24.0
2017050723,0.0,0.0,0.0,12.5,16.4,15.4,10,1,10,2.9,1.1,1.0,24.0,28.0,12.0
2017050724,0.0,0.0,0.0,12.3,16.1,14.3,11,9,6,4.8,1.0,0.6,20.0,45.0,8.0
2017050801,0.0,0.0,0.0,11.8,16.0,13.6,9,8,5,3.2,2.4,0.5,28.0,36.0,20.0
2017050802,0.0,0.0,0.0,11.3,15.3,14.6,11,7,9,3.1,3.1,2.0,8.0,24.0,16.0
2017050803,0.0,0.0,0.0,11.3,15.0,14.3,2,6,5,0.9,0.9,1.7,0.0,12.0,32.0
2017050804,0.0,0.0,0.0,10.7,14.9,13.3,4,8,4,2.2,0.5,0.3,4.0,12.0,41.0
2017050805,0.0,0.0,0.0,9.9,15.2,13.0,1,9,14,1.6,2.2,0.5,4.0,16.0,65.0
2017050806,0.0,0.0,0.0,10.1,16.5,14.2,2,8,12,1.3,2.2,0.8,16.0,61.0,24.0
2017050807,0.0,0.0,0.0,12.9,18.2,15.5,4,8,15,1.2,2.0,0.6,61.0,45.0,143.0
2017050808,0.0,0.0,0.0,15.3,19.1,18.2,8,11,5,2.3,1.9,0.9,94.0,90.0,180.0
2017050809,0.0,0.0,0.0,18.9,21.1,20.1,9,11,5,5.8,2.1,2.0,57.0,98.0,98.0
2017050810,0.0,0.0,0.0,21.0,21.9,22.6,8,10,7,5.1,3.2,3.4,131.0,82.0,73.0
2017050811,0.0,0.0,0.0,24.1,23.1,24.7,9,12,6,7.1,2.8,2.7,122.0,61.0,135.0
2017050812,0.0,0.0,0.0,25.2,24.1,26.1,9,11,8,5.5,3.8,3.5,106.0,53.0,102.0
2017050813,0.0,0.0,0.0,26.3,25.6,26.4,9,11,6,4.3,5.8,2.5,114.0,45.0,90.0
2017050814,0.0,0.0,0.0,27.7,25.1,27.9,10,11,7,4.1,5.1,3.5,86.0,24.0,77.0
2017050815,0.0,0.0,0.0,28.2,26.0,28.4,9,10,6,1.4,6.2,3.2,143.0,49.0,49.0
2017050816,0.0,0.0,0.0,28.4,25.7,27.9,12,10,7,5.0,5.8,2.9,127.0,36.0,86.0
2017050817,0.0,0.0,0.0,27.7,25.4,27.3,12,10,7,5.1,5.3,2.5,127.0,28.0,151.0
2017050818,0.0,0.0,0.0,25.6,24.0,25.6,14,8,6,5.8,4.3,1.3,94.0,24.0,213.0
2017050819,0.0,0.0,0.0,22.5,22.6,24.6,2,8,15,3.0,3.1,1.7,180.0,28.0,319.0
2017050820,0.0,0.0,0.0,21.4,22.0,22.9,16,9,15,5.7,2.0,1.4,147.0,36.0,102.0
2017050821,0.0,0.0,0.0,19.9,21.7,21.5,1,1,15,3.5,2.7,1.8,77.0,82.0,102.0
2017050822,0.0,0.0,0.0,19.1,21.9,20.9,1,16,1,3.0,1.1,1.8,57.0,49.0,53.0
2017050823,0.0,0.0,0.0,17.6,21.3,20.2,3,2,1,1.8,4.1,1.3,86.0,151.0,41.0
2017050824,0.0,0.0,0.0,16.5,20.1,19.6,9,2,16,1.3,6.3,0.5,69.0,209.0,41.0
2017050901,0.0,0.0,0.0,14.9,19.3,18.9,5,3,9,0.9,4.5,0.5,61.0,200.0,65.0
2017050902,0.0,0.0,0.0,14.0,18.3,17.0,10,4,0,1.6,3.3,0.0,53.0,118.0,114.0
2017050903,0.0,0.0,0.0,13.6,17.7,15.2,15,5,13,1.5,3.2,0.5,53.0,41.0,196.0
2017050904,0.0,0.0,0.0,12.7,16.8,15.2,16,5,10,1.2,3.2,0.3,61.0,24.0,229.0
2017050905,0.0,0.0,0.0,13.8,16.7,14.5,3,3,0,2.3,4.2,0.1,45.0,20.0,118.0
2017050906,0.0,0.0,0.0,14.3,16.8,16.9,5,2,6,4.3,4.3,0.9,41.0,65.0,122.0
2017050907,0.0,0.0,0.0,15.0,17.9,18.1,5,2,5,3.0,4.4,2.3,36.0,36.0,8.0
2017050908,0.0,0.0,0.0,15.9,18.5,18.3,5,3,5,2.8,3.4,2.8,65.0,90.0,28.0
2017050909,0.0,0.0,0.0,16.4,18.8,18.7,7,2,5,2.7,2.2,2.4,57.0,90.0,24.0
2017050910,0.0,0.0,0.0,17.7,20.0,19.8,8,3,6,2.6,2.8,2.1,28.0,118.0,45.0
2017050911,0.0,0.0,0.0,18.5,20.9,20.3,8,5,6,2.1,2.6,2.5,69.0,110.0,98.0
2017050912,0.0,0.0,0.0,19.1,21.0,21.0,8,6,5,3.2,2.4,2.5,65.0,77.0,65.0
2017050913,0.0,0.0,0.0,20.3,21.4,21.3,9,5,8,5.2,3.2,3.1,53.0,57.0,73.0
2017050914,0.0,0.0,0.0,20.1,21.2,21.4,9,5,8,4.5,4.2,3.0,86.0,32.0,65.0
2017050915,0.0,0.0,0.0,20.4,21.2,21.4,8,5,6,5.5,4.4,2.9,69.0,24.0,49.0
2017050916,0.0,0.0,0.0,20.3,20.6,21.2,8,6,6,3.8,5.2,4.0,65.0,4.0,49.0
2017050917,0.0,0.0,0.0,20.0,20.0,20.1,9,7,7,3.0,6.4,3.7,45.0,8.0,61.0
2017050918,0.0,0.0,0.0,19.2,19.6,19.2,8,6,8,4.6,3.0,3.7,49.0,12.0,24.0
2017050919,0.0,0.0,0.0,18.6,19.2,18.6,6,5,7,4.0,4.7,3.4,24.0,20.0,45.0
2017050920,0.0,0.0,0.0,18.1,18.4,18.2,6,5,7,2.3,2.3,3.2,20.0,20.0,12.0
2017050921,0.0,0.0,0.0,17.5,18.0,18.0,6,5,8,1.5,2.6,2.8,36.0,28.0,16.0
2017050922,0.0,0.0,0.0,17.0,17.9,17.8,6,6,6,0.8,2.1,1.9,53.0,20.0,16.0
2017050923,0.0,0.0,0.0,16.8,17.7,17.5,10,4,7,0.9,1.9,2.3,32.0,4.0,24.0
2017050924,0.0,0.0,0.0,16.9,16.8,16.4,8,3,7,0.9,2.3,2.4,24.0,12.0,24.0
2017051001,0.0,0.5,0.0,16.8,16.3,16.0,0,5,8,0.2,2.4,2.4,16.0,16.0,4.0
2017051002,0.0,0.5,0.5,15.1,16.4,15.7,12,6,5,0.7,1.4,1.2,53.0,4.0,16.0
2017051003,0.5,1.0,1.0,14.2,16.6,15.6,12,2,5,0.4,1.4,1.4,28.0,4.0,4.0
2017051004,0.5,1.0,0.5,13.9,16.2,15.5,16,5,8,1.1,1.8,1.1,0.0,0.0,0.0
2017051005,0.5,1.0,0.5,13.8,16.7,15.5,14,4,7,0.7,1.5,1.4,4.0,4.0,0.0
2017051006,0.0,0.0,0.5,14.0,16.5,15.6,15,4,8,0.8,2.7,1.0,0.0,8.0,0.0
2017051007,0.5,0.5,0.0,14.3,16.9,15.0,11,6,12,0.6,3.4,1.1,0.0,0.0,4.0
2017051008,0.0,0.0,0.0,14.6,16.6,14.9,14,4,12,0.8,2.5,1.1,0.0,0.0,0.0
2017051009,0.5,0.0,0.5,14.6,16.4,15.3,13,5,9,2.6,3.2,0.9,0.0,4.0,0.0
2017051010,0.5,0.0,0.0,14.6,16.2,15.3,14,4,13,0.9,1.8,1.0,0.0,0.0,0.0
2017051011,0.5,0.0,0.5,15.4,16.0,15.6,9,4,7,2.0,1.8,1.6,0.0,4.0,4.0
2017051012,0.0,0.0,0.0,16.7,16.3,16.9,9,4,7,3.0,2.4,1.7,12.0,0.0,0.0
2017051013,0.0,0.0,0.0,16.2,16.9,16.3,9,3,4,3.2,2.4,1.6,12.0,4.0,4.0
2017051014,0.0,0.0,0.0,15.9,16.8,16.3,9,1,6,2.8,1.7,1.5,4.0,4.0,16.0
2017051015,0.0,0.0,0.0,16.7,16.8,16.9,9,1,9,2.4,1.8,0.4,0.0,8.0,0.0
2017051016,0.0,0.0,0.0,16.9,16.8,16.8,9,16,3,2.0,1.6,0.5,0.0,0.0,4.0
2017051017,0.0,0.0,0.0,17.2,16.5,16.9,9,16,3,1.5,1.6,1.0,20.0,12.0,0.0
2017051018,0.0,0.0,0.0,16.9,16.3,16.6,7,16,5,1.9,1.6,1.3,4.0,0.0,4.0
2017051019,0.0,0.0,0.0,16.7,16.3,16.5,8,16,6,1.6,1.3,1.0,0.0,12.0,0.0
2017051020,0.0,0.0,0.0,16.5,16.5,16.5,9,16,6,2.2,0.7,1.2,4.0,0.0,4.0
2017051021,0.0,0.0,0.0,16.3,16.7,16.5,9,9,7,2.3,0.3,0.5,4.0,24.0,0.0
2017051022,0.0,0.0,0.0,15.5,16.6,16.4,9,6,7,2.5,1.2,2.7,0.0,0.0,4.0
2017051023,0.0,0.0,0.0,15.2,17.0,16.0,9,11,9,3.0,3.0,1.2,0.0,0.0,0.0
2017051024,0.0,0.0,0.0,14.5,16.9,16.0,12,10,9,1.1,4.5,1.4,0.0,4.0,0.0
2017051101,0.0,0.0,0.0,14.3,17.1,15.8,7,11,10,1.0,5.3,1.3,4.0,0.0,0.0
2017051102,0.0,0.0,0.0,14.7,17.0,15.6,13,10,8,0.8,3.8,0.9,4.0,4.0,4.0
2017051103,0.0,0.0,0.0,14.5,17.1,15.1,11,11,13,1.3,2.1,0.5,4.0,0.0,12.0
2017051104,0.0,0.0,0.0,14.6,17.4,14.8,2,12,14,1.8,0.8,0.6,0.0,4.0,12.0
2017051105,0.0,0.0,0.0,14.6,17.5,13.3,10,13,0,1.3,1.6,0.0,4.0,4.0,0.0
2017051106,0.0,0.0,0.0,14.7,17.6,15.6,12,12,10,1.1,0.9,0.7,0.0,12.0,0.0
2017051107,0.0,0.0,0.0,15.5,18.3,18.1,8,12,7,1.3,1.3,0.9,0.0,0.0,8.0
2017051108,0.0,0.0,0.0,17.1,19.4,20.0,6,12,6,1.1,1.8,1.1,53.0,28.0,36.0
2017051109,0.0,0.0,0.0,17.9,20.7,22.0,7,11,2,2.0,2.7,1.8,45.0,8.0,16.0
2017051110,0.0,0.0,0.0,20.1,22.4,23.7,4,10,16,1.5,1.4,1.2,20.0,12.0,28.0
2017051111,0.0,0.0,0.0,21.8,22.9,25.0,7,11,8,2.2,2.9,1.3,12.0,8.0,41.0
2017051112,0.0,0.0,0.0,22.5,23.0,25.4,3,11,12,2.6,4.2,1.1,73.0,8.0,32.0
2017051113,0.0,0.0,0.0,25.1,24.6,27.1,13,11,13,2.9,4.3,1.0,82.0,4.0,32.0
2017051114,0.0,0.0,0.0,26.1,24.7,25.8,14,11,9,9.4,4.6,2.2,98.0,16.0,16.0
2017051115,0.0,0.0,0.0,26.5,23.3,27.1,13,11,8,10.7,4.8,2.8,61.0,24.0,24.0
2017051116,0.0,0.0,0.0,26.5,23.5,26.4,14,11,7,7.1,4.9,2.1,32.0,57.0,49.0
2017051117,0.0,0.0,0.0,25.7,23.8,25.2,13,11,7,6.0,4.0,2.3,20.0,12.0,24.0
2017051118,0.0,0.0,0.0,24.6,24.3,24.4,12,10,6,5.0,3.7,1.3,36.0,45.0,57.0
2017051119,0.0,0.0,0.0,23.5,24.1,22.3,12,6,15,2.6,2.8,0.8,45.0,36.0,98.0
2017051120,0.0,0.0,0.0,22.5,22.8,22.7,5,8,16,1.4,3.0,1.0,65.0,41.0,45.0
2017051121,0.0,0.0,0.0,21.5,22.4,21.9,4,16,16,6.8,1.1,0.9,65.0,57.0,49.0
2017051122,0.0,0.0,0.0,19.6,20.9,20.8,3,2,14,3.4,1.7,1.1,41.0,57.0,69.0
2017051123,0.0,0.0,0.0,18.2,19.4,18.6,4,3,11,2.1,3.9,0.6,12.0,57.0,41.0
2017051124,0.0,0.0,0.0,17.9,18.3,17.9,4,4,10,3.8,3.8,0.4,12.0,53.0,45.0
2017051201,0.0,0.0,0.0,17.8,18.2,16.1,16,4,16,1.7,2.4,0.6,24.0,16.0,24.0
2017051202,0.0,0.0,0.0,17.1,17.8,17.3,1,2,12,2.5,2.2,1.0,32.0,4.0,86.0
2017051203,0.0,0.0,0.0,16.4,17.9,16.3,16,2,12,0.8,2.1,1.0,16.0,4.0,94.0
2017051204,0.0,0.0,0.0,16.1,17.2,16.0,16,2,14,3.2,3.1,1.1,20.0,0.0,57.0
2017051205,0.0,0.0,0.0,14.8,16.9,15.6,16,1,15,1.3,2.9,0.4,16.0,0.0,28.0
2017051206,0.0,0.0,0.0,15.9,18.2,17.3,14,1,14,1.0,1.7,1.1,28.0,4.0,16.0
2017051207,0.0,0.0,0.0,17.4,19.8,18.8,2,2,16,1.4,2.7,0.8,102.0,45.0,0.0
2017051208,0.0,0.0,0.0,18.8,20.3,19.7,6,2,16,0.3,1.3,1.5,164.0,176.0,20.0
2017051209,0.0,0.0,0.0,21.1,22.5,21.4,8,3,4,1.4,2.0,1.5,135.0,65.0,69.0
2017051210,0.0,0.0,0.0,23.6,24.8,23.9,8,3,1,2.8,1.6,1.2,73.0,49.0,53.0
2017051211,0.0,0.0,0.0,24.0,25.9,25.7,7,2,8,2.3,1.7,1.4,45.0,73.0,32.0
2017051212,0.0,0.0,0.0,25.4,26.3,26.5,5,3,4,2.8,3.2,2.3,32.0,41.0,45.0
2017051213,0.0,0.0,0.0,26.1,25.5,27.7,6,6,6,2.8,6.2,3.5,45.0,69.0,24.0
2017051214,0.0,0.0,0.0,26.3,25.4,27.1,6,6,6,2.7,7.2,2.8,36.0,24.0,16.0
2017051215,0.0,0.0,0.0,26.3,24.4,26.9,5,5,6,2.2,6.6,2.2,20.0,28.0,32.0
2017051216,0.0,0.0,0.0,26.1,22.5,24.9,8,5,5,3.3,6.5,3.7,90.0,32.0,24.0
2017051217,0.0,0.0,0.0,22.3,21.6,24.0,5,6,6,8.0,7.8,4.6,155.0,24.0,49.0
2017051218,0.0,0.0,0.0,20.7,20.7,22.3,5,5,9,6.0,7.1,3.2,73.0,16.0,28.0
2017051219,0.0,0.0,0.0,20.1,20.6,21.2,5,6,8,5.3,5.5,3.1,32.0,12.0,32.0
2017051220,0.0,0.0,0.0,19.6,20.1,20.6,5,5,7,4.8,5.8,3.0,16.0,0.0,24.0
2017051221,0.0,0.0,0.0,19.4,20.2,20.3,6,5,8,3.8,4.1,2.0,8.0,8.0,16.0
2017051222,0.0,0.0,0.0,18.8,20.0,19.9,5,5,6,3.2,3.6,1.3,0.0,8.0,8.0
2017051223,0.0,0.0,0.0,18.7,19.7,19.9,4,5,5,3.0,3.7,1.4,0.0,4.0,0.0
2017051224,0.0,0.0,0.0,18.4,19.7,19.6,4,4,2,3.1,3.9,1.8,0.0,4.0,8.0
2017051301,0.0,0.0,0.0,18.0,19.7,19.3,4,5,7,2.6,3.3,2.0,4.0,12.0,4.0
2017051302,0.5,0.0,0.0,17.4,19.7,19.3,4,5,3,3.2,3.2,1.2,0.0,12.0,8.0
2017051303,1.5,0.0,0.0,16.9,19.5,19.1,5,5,4,3.3,2.9,1.1,0.0,4.0,0.0
2017051304,1.0,0.0,0.0,16.5,19.4,19.1,5,4,5,4.7,4.1,1.4,4.0,0.0,4.0
2017051305,0.5,0.0,0.0,16.6,19.4,19.1,4,5,5,4.6,3.8,2.3,0.0,4.0,4.0
2017051306,0.5,0.0,1.0,16.7,19.5,18.5,4,6,8,5.2,5.5,2.7,4.0,4.0,0.0
2017051307,5.5,0.0,0.5,16.7,19.8,17.9,7,7,8,2.4,6.0,3.5,0.0,4.0,4.0
2017051308,5.0,0.5,0.5,17.2,19.2,18.2,6,3,5,5.7,2.0,1.6,0.0,4.0,0.0
2017051309,3.0,0.0,0.0,17.6,19.4,18.7,8,4,8,5.6,2.1,1.4,0.0,0.0,0.0
2017051310,2.0,0.0,0.5,16.6,19.5,18.1,5,6,10,3.1,5.4,1.2,4.0,8.0,0.0
2017051311,3.0,1.5,0.5,16.7,18.1,17.2,4,4,1,2.9,4.3,0.5,0.0,0.0,4.0
2017051312,1.5,4.0,4.5,16.1,17.8,16.7,3,4,4,2.5,3.8,1.5,4.0,8.0,16.0
2017051313,5.0,5.5,4.5,16.1,18.5,16.2,4,6,13,5.0,1.6,1.1,0.0,4.0,8.0
2017051314,4.5,4.0,6.0,15.9,17.5,15.9,4,2,14,3.3,3.4,1.4,0.0,16.0,0.0
2017051315,2.5,10.0,2.5,15.7,17.2,16.7,3,2,2,3.2,4.2,1.3,0.0,16.0,0.0
2017051316,3.0,8.5,1.5,15.5,18.0,16.4,2,4,1,2.9,6.9,1.2,0.0,4.0,0.0
2017051317,2.5,0.5,1.5,15.4,17.6,16.0,1,4,15,4.5,5.8,1.1,0.0,4.0,4.0
2017051318,0.5,0.0,1.0,15.2,17.8,15.7,16,2,14,5.0,2.4,2.0,0.0,12.0,4.0
2017051319,2.0,0.0,0.5,15.2,17.4,15.6,16,15,14,5.6,3.7,2.2,0.0,4.0,0.0
2017051320,0.5,0.0,0.0,15.4,17.1,15.6,16,14,14,5.9,5.2,2.1,0.0,4.0,0.0
2017051321,0.0,0.0,0.0,15.8,17.1,15.7,16,14,14,8.0,5.6,2.0,0.0,0.0,0.0
2017051322,0.0,0.0,0.0,16.2,17.0,16.0,16,14,14,6.9,5.9,1.0,0.0,8.0,0.0
2017051323,0.0,0.0,0.0,16.7,16.8,15.9,16,14,13,6.7,4.0,1.0,4.0,4.0,0.0
2017051324,0.0,0.0,0.0,16.8,17.1,15.8,16,14,12,6.2,4.9,0.9,0.0,4.0,4.0
2017051401,0.0,0.0,0.0,16.9,17.4,16.0,1,14,12,8.1,3.8,0.7,8.0,4.0,0.0
2017051402,0.0,0.0,0.0,16.7,17.4,16.1,1,14,12,7.6,3.8,0.7,4.0,8.0,0.0
2017051403,0.0,0.0,0.0,16.5,17.5,16.4,1,14,13,8.5,4.0,0.7,0.0,8.0,0.0
2017051404,0.0,0.0,0.0,16.2,17.3,17.0,1,15,1,8.5,3.7,1.1,8.0,12.0,4.0
2017051405,0.0,0.0,0.0,16.1,16.5,16.8,1,16,1,6.6,2.0,1.1,24.0,24.0,8.0
2017051406,0.0,0.0,0.0,16.6,16.2,16.9,1,16,15,6.7,2.5,1.1,12.0,12.0,4.0
2017051407,0.0,0.0,0.0,17.2,16.5,17.1,1,16,16,6.5,3.2,1.4,24.0,8.0,0.0
2017051408,0.0,0.0,0.0,17.5,16.7,17.6,1,16,16,7.0,3.4,0.8,53.0,4.0,16.0
2017051409,0.0,0.0,0.0,18.2,16.9,18.0,1,16,1,7.0,3.0,1.6,213.0,20.0,28.0
2017051410,0.0,0.0,0.0,19.0,18.2,18.7,1,16,1,6.4,3.3,1.9,237.0,61.0,24.0
2017051411,0.0,0.0,0.0,20.2,19.1,19.1,1,1,1,5.3,4.0,1.7,118.0,20.0,53.0
2017051412,0.0,0.0,0.0,19.5,18.2,19.6,2,1,1,4.9,4.6,1.8,118.0,53.0,20.0
2017051413,0.0,0.0,0.0,19.7,19.1,20.0,2,1,2,4.6,2.8,1.7,65.0,36.0,49.0
2017051414,0.0,0.0,0.0,19.3,18.2,19.5,1,1,2,4.7,4.9,1.8,102.0,28.0,32.0
2017051415,0.0,0.0,0.0,19.2,18.2,19.7,1,1,3,3.0,4.5,1.6,16.0,20.0,16.0
2017051416,0.0,0.0,0.0,17.9,18.0,20.0,5,1,3,2.6,3.7,2.2,90.0,12.0,24.0
2017051417,0.0,0.0,0.0,18.0,17.9,20.0,4,1,3,2.1,3.8,2.4,57.0,20.0,28.0
2017051418,0.0,0.0,0.0,18.5,16.8,19.2,3,2,3,2.1,3.9,1.7,28.0,20.0,41.0
2017051419,0.0,0.0,0.0,17.5,16.3,18.2,1,2,3,3.7,3.9,2.1,4.0,4.0,36.0
2017051420,0.0,0.0,0.0,15.8,15.8,17.6,5,1,4,2.6,2.7,2.0,4.0,4.0,12.0
2017051421,0.0,0.0,0.0,16.1,15.8,16.9,4,2,4,1.6,4.8,1.9,4.0,4.0,4.0
2017051422,0.0,0.0,0.0,15.8,15.6,16.4,4,2,4,2.7,2.9,1.7,8.0,16.0,0.0
2017051423,0.0,0.0,0.0,15.4,15.4,15.8,4,2,4,2.5,1.7,1.2,12.0,0.0,8.0
2017051424,0.0,0.0,0.0,15.3,15.2,15.7,1,3,3,2.4,3.8,1.3,4.0,4.0,4.0
2017051501,0.0,0.0,0.0,15.1,15.2,15.6,1,3,2,3.3,3.1,1.3,0.0,4.0,4.0
2017051502,0.0,0.0,0.0,14.9,15.2,15.4,1,1,2,3.6,1.7,1.0,4.0,4.0,0.0
